state_fipcode,county_lookup,county_fipcode,city_lookup,city_fipcode
06,SANTA BARBARA,C083,SANTA BARBARA,3430
06,SANTA CLARA,C085,SANTA CLARA,3440
49,WASHINGTON,C053,SANTA CLARA,1720
41,LANE,C039,SANTA CLARA,1833
35,RIO ARRIBA,C039,SANTA CLARA PUEBLO,0707
06,LOS ANGELES,C037,SANTA CLARITA,3445
18,SPENCER,C147,SANTA CLAUS,4364
35,SANTA FE,C049,SANTA CRUZ,0709
06,SANTA CRUZ,C087,SANTA CRUZ,3450
48,STARR,C427,SANTA ELENA,6212
35,SANTA FE,C049,SANTA FE,0710
29,MONROE,C137,SANTA FE,7160
47,MAURY,C119,SANTA FE,2115
12,ALACHUA,C001,SANTA FE,2778
48,GALVESTON,C167,SANTA FE,6213
06,LOS ANGELES,C037,SANTA FE SPRINGS,3455
06,SAN LUIS OBISPO,C079,SANTA MARGARITA,3458
06,ORANGE,C059,SANTA MARGARITA,3458
48,CAMERON,C061,SANTA MARIA,6214
06,SANTA BARBARA,C083,SANTA MARIA,3460
06,SANTA BARBARA,C083,SANTA MARIA SOUTH,3465
06,LOS ANGELES,C037,SANTA MONICA,3470
06,MERCED,C047,SANTA NELLA,3475
06,VENTURA,C111,SANTA PAULA,3480
35,GRANT,C017,SANTA RITA,0720
30,GLACIER,C035,SANTA RITA,1038
06,MERCED,C047,SANTA RITA PARK,3481
35,GUADALUPE,C019,SANTA ROSA,0730
06,SONOMA,C097,SANTA ROSA,3490
48,CAMERON,C061,SANTA ROSA,6220
12,WALTON,C131,SANTA ROSA BEACH,2777
06,SANTA BARBARA,C083,SANTA ROSA ISLAND,3495
35,DONA ANA,C013,SANTA TERESA,0735
06,MARIN,C041,SANTA VENETIA,3494
06,SANTA BARBARA,C083,SANTA YNEZ,3498
06,SAN DIEGO,C073,SANTA YSABEL,3497
49,UTAH,C049,SANTAQUIN,1730
06,SAN DIEGO,C073,SANTEE,3499
45,ORANGEBURG,C075,SANTEE,2290
31,KNOX,C107,SANTEE,4295
27,SHERBURNE,C141,SANTIAGO,6405
48,PALO PINTO,C363,SANTO,6216
35,SANDOVAL,C043,SANTO DOMINGO PUEBLO,0740
45,UNION,C087,SANTUC,2292
25,BARNSTABLE,C001,SANTUIT,1123
35,SAN MIGUEL,C047,SAPELLO,0694
13,MCINTOSH,C191,SAPELO ISLAND,4885
08,GUNNISON,C051,SAPINERO,2232
37,TRANSYLVANIA,C175,SAPPHIRE,4095
53,CLALLAM,C009,SAPPHO,1955
29,ST LOUIS,C189,SAPPINGTON,7162
29,ST LOUIS,C510,SAPPINGTON,7162
40,CREEK,C037,SAPULPA,4190
48,REEVES,C389,SARAGOSA,6226
28,TATE,C137,SARAH,2235
54,LOGAN,C045,SARAH ANN,2383
39,NOBLE,C121,SARAHSVILLE,7300
01,MOBILE,C097,SARALAND,2713
26,IONIA,C067,SARANAC,4460
36,CLINTON,C019,SARANAC,5459
36,FRANKLIN,C033,SARANAC LAKE,5460
36,ESSEX,C031,SARANAC LAKE,5460
06,CONTRA COSTA,C013,SARANAP,3510
12,SARASOTA,C115,SARASOTA,2780
18,RANDOLPH,C135,SARATOGA,4370
56,CARBON,C007,SARATOGA,0740
37,WILSON,C195,SARATOGA,4100
05,HOWARD,C061,SARATOGA,3510
48,HARDIN,C199,SARATOGA,6228
06,SANTA CLARA,C085,SARATOGA,3520
36,SARATOGA,C091,SARATOGA SPGS,5470
29,JASPER,C097,SARCOXIE,7170
39,BROWN,C015,SARDINIA,7310
36,ERIE,C029,SARDINIA,5475
39,MONROE,C111,SARDIS,7311
40,PUSHMATAHA,C127,SARDIS,4195
13,BURKE,C033,SARDIS,4890
28,PANOLA,C107,SARDIS,2240
47,HENDERSON,C077,SARDIS,2120
21,MASON,C161,SARDIS,2890
01,DALLAS,C047,SARDIS,2715
01,ETOWAH,C055,SARDIS CITY,2719
22,WEBSTER,C119,SAREPTA,2115
28,CALHOUN,C013,SAREPTA,2245
27,MOWER,C099,SARGEANT,6410
48,MATAGORDA,C321,SARGENT,6231
31,CUSTER,C041,SARGENT,4300
13,COWETA,C077,SARGENT,4893
08,SAGUACHE,C109,SARGENTS,2233
23,HANCOCK,C009,SARGENTVILLE,7261
48,KENEDY,C261,SARITA,6223
38,TOWNER,C095,SARLES,2830
38,CAVALIER,C019,SARLES,2830
55,WASHBURN,C129,SARONA,4257
31,CLAY,C035,SARONVILLE,4310
27,STEARNS,C145,SARTELL,6420
27,BENTON,C009,SARTELL,6420
54,MONROE,C063,SARTON,2396
42,BUTLER,C019,SARVER,7385
04,PIMA,C019,SASABE,0418
40,SEMINOLE,C133,SASAKWA,4200
48,WILSON,C493,SASPAMCO,6227
21,KNOTT,C119,SASSAFRAS,2892
42,MONTGOMERY,C091,SASSAMANSVILLE,7387
13,TERRELL,C273,SASSER,4900
21,LAUREL,C125,SASSER,2893
20,HASKELL,C081,SATANTA,4910
28,YAZOO,C163,SATARTIA,2250
12,BREVARD,C009,SATELLITE BEACH,2785
06,VENTURA,C111,SATICOY,3530
48,FALLS,C145,SATIN,6224
13,RABUN,C241,SATOLAH,4902
53,GRAYS HARBOR,C027,SATSOP,1956
01,MOBILE,C097,SATSUMA,2716
48,HARRIS,C201,SATSUMA,6232
12,PUTNAM,C107,SATSUMA,2786
48,COMAL,C091,SATTLER,6229
06,SIERRA,C091,SATTLEY,3533
28,HARRISON,C047,SAUCIER,2252
26,ALLEGAN,C005,SAUGATUCK,4470
36,ULSTER,C111,SAUGERTIES,5480
17,ST CLAIR,C163,SAUGET,7763
06,LOS ANGELES,C037,SAUGUS,3536
25,ESSEX,C009,SAUGUS,1125
27,STEARNS,C145,SAUK CENTRE,6430
55,SAUK,C111,SAUK CITY,4260
27,BENTON,C009,SAUK RAPIDS,6440
17,COOK,C031,SAUK VILLAGE,7765
55,OZAUKEE,C089,SAUKVILLE,4270
21,PERRY,C193,SAUL,2894
47,HARDEMAN,C069,SAULSBURY,2130
26,CHIPPEWA,C033,SAULT STE. MARIE,4480
27,BELTRAMI,C007,SAUM,6444
44,WASHINGTON,C009,SAUNDERSTOWN,0198
17,LIVINGSTON,C105,SAUNEMIN,7770
36,ONEIDA,C065,SAUQUOIT,5490
06,MARIN,C041,SAUSALITO,3540
13,WHITE,C311,SAUTEE NACOOCHEE,4905
24,HOWARD,C027,SAVAGE,1390
27,SCOTT,C139,SAVAGE,6450
30,RICHLAND,C083,SAVAGE,1039
28,TATE,C137,SAVAGE,2253
40,PITTSBURG,C121,SAVANNA,4205
17,CARROLL,C015,SAVANNA,7780
17,CARROLL,C015,SAVANNA ARMY DEPOT,7781
29,ANDREW,C003,SAVANNAH,7180
36,WAYNE,C117,SAVANNAH,5500
47,HARDIN,C071,SAVANNAH,2140
39,ASHLAND,C005,SAVANNAH,7320
13,CHATHAM,C051,SAVANNAH,4910
13,CHATHAM,C051,SAVANNAH BEACH,4920
29,RALLS,C173,SAVERTON,7181
56,CARBON,C007,SAVERY,0742
36,STEUBEN,C101,SAVONA,5510
20,ALLEN,C001,SAVONBURG,4920
02,NOME,C180,SAVOONGA,2250
48,FANNIN,C147,SAVOY,6230
17,CHAMPAIGN,C019,SAVOY,7782
25,BERKSHIRE,C003,SAVOY,1127
04,APACHE,C001,SAWMILL,0422
20,PRATT,C151,SAWYER,4930
26,BERRIEN,C021,SAWYER,4485
21,MCCREARY,C147,SAWYER,2896
38,WARD,C101,SAWYER,2840
27,CARLTON,C017,SAWYER,6451
40,CHOCTAW,C023,SAWYER,4208
06,SISKIYOU,C093,SAWYERS BAR,3547
01,HALE,C065,SAWYERVILLE,2717
17,MACOUPIN,C117,SAWYERVILLE,7790
39,SUMMIT,C153,SAWYERWOOD,7323
37,ALAMANCE,C001,SAXAPAHAW,4104
51,CHARLOTTE,C037,SAXE,2208
55,WAUSHARA,C137,SAXEVILLE,4271
51,ACCOMACK,C001,SAXIS,2209
02,KETCHIKAN GATEWAY,C130,SAXMAN,2260
55,IRON,C051,SAXON,4272
45,SPARTANBURG,C083,SAXON,2300
54,RALEIGH,C081,SAXON,2397
42,BUTLER,C019,SAXONBURG,7390
42,BEDFORD,C009,SAXTON,7400
50,WINDHAM,C025,SAXTONS RIVER,0610
09,MIDDLESEX,C007,SAYBROOK,0635
39,ASHTABULA,C007,SAYBROOK,7325
17,MCLEAN,C113,SAYBROOK,7800
44,PROVIDENCE,C007,SAYLESVILLE,0199
42,MONROE,C089,SAYLORSBURG,7407
55,VILAS,C125,SAYNER,4273
40,BECKHAM,C009,SAYRE,4210
01,JEFFERSON,C073,SAYRE,2718
42,BRADFORD,C015,SAYRE,7410
01,JEFFERSON,C073,SAYRETON,2714
34,MIDDLESEX,C023,SAYREVILLE,2970
36,SUFFOLK,C103,SAYVILLE,5520
24,HOWARD,C027,SCAGGSVILLE,1395
17,JO DAVIESS,C085,SCALES MOUND,7810
21,KNOX,C121,SCALF,2897
42,CAMBRIA,C021,SCALP LEVEL,7420
37,MACON,C113,SCALY MOUNTAIN,4107
20,CHEROKEE,C021,SCAMMON,4940
02,WADE HAMPTON,C270,SCAMMON BAY,2270
27,WASHINGTON,C163,SCANDIA,6455
20,REPUBLIC,C157,SCANDIA,4950
55,WAUPACA,C135,SCANDINAVIA,4280
27,CARLTON,C017,SCANLON,6460
41,COLUMBIA,C009,SCAPPOOSE,1840
23,CUMBERLAND,C005,SCARBOROUGH,7265
54,FAYETTE,C019,SCARBRO,2400
36,WESTCHESTER,C119,SCARSDALE,5530
19,WINNEBAGO,C189,SCARVILLE,7620
42,WASHINGTON,C125,SCENERY HILL,7421
46,PENNINGTON,C103,SCENIC,2398
42,LEBANON,C075,SCHAEFFERSTOWN,7422
26,DELTA,C041,SCHAFFER,4488
36,RENSSELAER,C083,SCHAGHTICOKE,5540
19,SAC,C161,SCHALLER,7630
17,COOK,C031,SCHAUMBURG,7813
29,VERNON,C217,SCHELL CITY,7190
17,JEFFERSON,C081,SCHELLER,7815
42,BEDFORD,C009,SCHELLSBURG,7423
36,SCHENECTADY,C093,SCHENECTADY,5550
36,OTSEGO,C077,SCHENEVUS,5560
42,ARMSTRONG,C005,SCHENLEY,7424
18,LAKE,C089,SCHERERVILLE,4380
54,GRANT,C023,SCHERR,2401
48,GUADALUPE,C187,SCHERTZ,6237
17,COOK,C031,SCHILLER PARK,7820
20,SALINE,C169,SCHILLING AFB,4959
28,LEFLORE,C083,SCHLATER,2255
19,CRAWFORD,C047,SCHLESWIG,7640
51,GLOUCESTER,C073,SCHLEY,2210
42,LEHIGH,C077,SCHNECKSVILLE,7425
18,LAKE,C089,SCHNEIDER,4390
36,RENSSELAER,C083,SCHODACK CENTER,5566
36,RENSSELAER,C083,SCHODACK LANDING,5568
20,ELLIS,C051,SCHOENCHEN,4960
42,LANCASTER,C071,SCHOENECK,7426
55,MARATHON,C073,SCHOFIELD,4290
15,HONOLULU,C003,SCHOFIELD BARRACKS,8725
36,SCHOHARIE,C095,SCHOHARIE,5570
35,TORRANCE,C057,SCHOLLE,0725
26,KALAMAZOO,C077,SCHOOLCRAFT,4490
34,MORRIS,C027,SCHOOLEYS MOUNTAIN,2973
17,MONTGOMERY,C135,SCHRAM CITY,7830
22,TERREBONNE,C109,SCHRIEVER,2117
27,COOK,C031,SCHROEDER,6465
36,ESSEX,C031,SCHROON LAKE,5575
29,ST LOUIS,C189,SCHUERMANN HTS,7200
29,ST LOUIS,C510,SCHUERMANN HTS,7200
48,FAYETTE,C149,SCHULENBURG,6240
40,OKMULGEE,C111,SCHULTER,4218
32,MINERAL,C021,SCHURZ,0185
31,COLFAX,C037,SCHUYLER,4320
51,NELSON,C125,SCHUYLER,2212
36,CLINTON,C019,SCHUYLER FALLS,5581
36,OTSEGO,C077,SCHUYLER LAKE,5582
36,SARATOGA,C091,SCHUYLERVILLE,5580
42,SCHUYLKILL,C107,SCHUYLKILL HAVEN,7430
42,MONTGOMERY,C091,SCHWENKSVILLE,7440
48,WILLIAMSON,C491,SCHWERTNER,6241
21,PULASKI,C199,SCIENCE HILL,2900
39,HARRISON,C067,SCIO,7330
36,ALLEGANY,C003,SCIO,5584
41,LINN,C043,SCIO,1850
42,MONROE,C089,SCIOTA,7442
17,MCDONOUGH,C109,SCIOTA,7832
17,STEPHENSON,C177,SCIOTA MILLS,7834
39,SCIOTO,C145,SCIOTO FURNACE,7338
39,SCIOTO,C145,SCIOTODALE,7335
40,PITTSBURG,C121,SCIPIO,4219
49,MILLARD,C027,SCIPIO,1740
18,JENNINGS,C079,SCIPIO,4392
36,CAYUGA,C011,SCIPIO CENTER,5588
18,CLINTON,C023,SCIRCLEVILLE,4391
25,PLYMOUTH,C023,SCITUATE,1130
44,PROVIDENCE,C007,SCITUATE,0202
30,DANIELS,C019,SCOBEY,1040
28,YALOBUSHA,C161,SCOBEY,2262
49,CARBON,C007,SCOFIELD,1750
28,KEMPER,C069,SCOOBA,2260
29,BOLLINGER,C017,SCOPUS,7201
19,JONES,C105,SCOTCH GROVE,7643
34,UNION,C039,SCOTCH PLAINS,2975
45,HAMPTON,C049,SCOTIA,2310
06,HUMBOLDT,C023,SCOTIA,3550
31,GREELEY,C077,SCOTIA,4330
36,SCHENECTADY,C093,SCOTIA,5590
18,GREENE,C055,SCOTLAND,4396
42,FRANKLIN,C055,SCOTLAND,7443
13,WHEELER,C309,SCOTLAND,4930
09,WINDHAM,C015,SCOTLAND,0637
17,EDGAR,C045,SCOTLAND,7833
13,TELFAIR,C271,SCOTLAND,4930
46,BON HOMME,C009,SCOTLAND,2400
24,ST. MARY'S,C037,SCOTLAND,1396
48,ARCHER,C009,SCOTLAND,6242
05,VAN BUREN,C141,SCOTLAND,3514
37,HALIFAX,C083,SCOTLAND NECK,4110
22,EAST BATON ROUGE,C033,SCOTLANDVILLE,2118
42,MONROE,C089,SCOTRUN,7444
05,PULASKI,C119,SCOTT,3515
28,BOLIVAR,C011,SCOTT,2265
22,LAFAYETTE,C055,SCOTT,2120
05,LONOKE,C085,SCOTT,3515
13,JOHNSON,C167,SCOTT,4940
39,VAN WERT,C161,SCOTT,7340
39,PAULDING,C125,SCOTT,7340
17,ST CLAIR,C163,SCOTT AF BASE,7835
06,SISKIYOU,C093,SCOTT BAR,3554
20,SCOTT,C171,SCOTT CITY,4970
29,SCOTT,C201,SCOTT CITY,7203
54,PUTNAM,C079,SCOTT DEPOT,2402
42,ALLEGHENY,C003,SCOTT TOWNSHIP,7455
42,WESTMORELAND,C129,SCOTTDALE,7450
13,DE KALB,C089,SCOTTDALE,4943
26,BERRIEN,C021,SCOTTDALE,4498
39,LAWRENCE,C087,SCOTTOWN,7345
37,IREDELL,C097,SCOTTS,4112
26,KALAMAZOO,C077,SCOTTS,4499
47,DECATUR,C039,SCOTTS HILL,2150
47,HENDERSON,C077,SCOTTS HILL,2150
41,MARION,C047,SCOTTS MILLS,1860
06,SANTA CRUZ,C087,SCOTTS VALLEY,3556
31,SCOTTS BLUFF,C157,SCOTTSBLUFF,4340
01,JACKSON,C071,SCOTTSBORO,2720
41,DOUGLAS,C019,SCOTTSBURG,1855
18,SCOTT,C143,SCOTTSBURG,4400
51,HALIFAX,C083,SCOTTSBURG,2220
04,MARICOPA,C013,SCOTTSDALE,0420
12,BREVARD,C009,SCOTTSMOOR,2787
51,FLUVANNA,C065,SCOTTSVILLE,2230
21,ALLEN,C003,SCOTTSVILLE,2910
36,MONROE,C055,SCOTTSVILLE,5600
51,ALBEMARLE,C003,SCOTTSVILLE,2230
20,MITCHELL,C123,SCOTTSVILLE,4980
48,HARRISON,C203,SCOTTSVILLE,6244
05,POPE,C115,SCOTTSVILLE,3517
17,MACOUPIN,C117,SCOTTVILLE,7837
26,MASON,C105,SCOTTVILLE,4500
37,ASHE,C009,SCOTTVILLE,4113
16,BUTTE,C023,SCOVILLE,1645
02,WRANGELL PETERSBURG,C280,SCOW BAY,2275
05,LOGAN,C083,SCRANTON,3520
19,GREENE,C073,SCRANTON,7650
48,EASTLAND,C133,SCRANTON,6246
45,FLORENCE,C041,SCRANTON,2320
38,BOWMAN,C011,SCRANTON,2850
37,HYDE,C095,SCRANTON,4114
20,OSAGE,C139,SCRANTON,4990
36,ERIE,C029,SCRANTON,5605
42,LACKAWANNA,C069,SCRANTON,7460
13,WAYNE,C305,SCREVEN,4950
36,OSWEGO,C075,SCRIBA CENTER,5607
31,DODGE,C053,SCRIBNER,4350
48,FRANKLIN,C159,SCROGGINS,6243
21,PERRY,C193,SCUDDY,2911
40,MURRAY,C099,SCULLIN,4220
34,ATLANTIC,C001,SCULLVILLE,2977
48,KAUFMAN,C257,SCURRY,6245
21,BRECKINRIDGE,C027,SE REE,2925
34,MONMOUTH,C025,SEA BRIGHT,2980
36,NASSAU,C059,SEA CLIFF,5610
34,MONMOUTH,C025,SEA GIRT,2990
13,GLYNN,C127,SEA ISLAND,4953
34,CAPE MAY,C009,SEA ISLE CITY,3000
12,BROWARD,C011,SEA RANCH LAKES,2789
53,KITSAP,C035,SEABECK,1957
01,WASHINGTON,C129,SEABOARD,2735
37,NORTHAMPTON,C131,SEABOARD,4120
24,PRINCE GEORGE'S,C033,SEABROOK,1397
45,BEAUFORT,C013,SEABROOK,2326
34,CUMBERLAND,C011,SEABROOK,2985
33,ROCKINGHAM,C015,SEABROOK,0466
48,HARRIS,C201,SEABROOK,6247
48,CALHOUN,C057,SEADRIFT,6250
10,SUSSEX,C005,SEAFORD,0420
51,YORK,C199,SEAFORD,2231
36,NASSAU,C059,SEAFORD,5612
27,REDWOOD,C127,SEAFORTH,6470
48,DALLAS,C113,SEAGOVILLE,6260
48,GAINES,C165,SEAGRAVES,6270
37,RANDOLPH,C151,SEAGROVE,4130
53,KING,C033,SEAHURST,1959
06,ORANGE,C059,SEAL BEACH,3558
23,HANCOCK,C009,SEAL COVE,7269
23,HANCOCK,C009,SEAL HARBOR,7270
41,LINCOLN,C041,SEAL ROCK,1868
01,RUSSELL,C113,SEALE,2730
37,CARTERET,C031,SEALEVEL,4133
51,KING GEORGE,C099,SEALSTON,2218
48,AUSTIN,C015,SEALY,6280
35,CIBOLA,C006,SEAMA,0743
39,ADAMS,C001,SEAMAN,7350
42,SOMERSET,C111,SEANOR,7465
32,CLARK,C003,SEARCHLIGHT,0187
05,WHITE,C145,SEARCY,3530
01,CRENSHAW,C041,SEARIGHT,2740
26,OSCEOLA,C133,SEARS,4506
19,POWESHIEK,C157,SEARSBORO,7660
50,BENNINGTON,C003,SEARSBURG,0604
50,BENNINGTON,C003,SEARSBURG TOWN,0603
23,WALDO,C027,SEARSMONT,7272
23,WALDO,C027,SEARSPORT,7300
41,CLATSOP,C007,SEASIDE,1870
06,MONTEREY,C053,SEASIDE,3560
34,OCEAN,C029,SEASIDE HTS,3010
34,OCEAN,C029,SEASIDE PARK,3020
24,PRINCE GEORGE'S,C033,SEAT PLEASANT,1400
53,KING,C033,SEATAC,1958
17,MERCER,C131,SEATON,7848
17,BUREAU,C011,SEATONVILLE,7850
53,KING,C033,SEATTLE,1960
53,SNOHOMISH,C061,SEATTLE HEIGHTS,1961
53,PACIFIC,C049,SEAVIEW,1962
51,NORTHAMPTON,C131,SEAVIEW,2219
34,CAPE MAY,C009,SEAVILLE,3024
23,CUMBERLAND,C005,SEBAGO LAKE,7305
23,SAGADAHOC,C023,SEBASCO ESTATES,7310
12,INDIAN RIVER,C061,SEBASTIAN,2790
48,WILLACY,C489,SEBASTIAN,6287
21,BREATHITT,C025,SEBASTIANS BR,2918
28,SCOTT,C123,SEBASTOPOL,2270
06,SONOMA,C097,SEBASTOPOL,3580
23,PISCATAQUIS,C021,SEBEC,7311
23,PISCATAQUIS,C021,SEBEC LAKE,7312
27,WADENA,C159,SEBEKA,6480
26,HURON,C063,SEBEWAING,4510
23,PENOBSCOT,C019,SEBOEIS,7313
35,CIBOLA,C006,SEBOYETA,0747
21,WEBSTER,C233,SEBREE,2920
12,HIGHLANDS,C055,SEBRING,2800
39,MAHONING,C099,SEBRING,7360
42,DELAWARE,C045,SECANE,7464
34,HUDSON,C017,SECAUCUS,3040
21,LETCHER,C133,SECO,2930
04,NAVAJO,C017,SECOND MESA,0427
54,MONROE,C063,SECONDCREEK,2404
17,WOODFORD,C203,SECOR,7860
24,DORCHESTER,C019,SECRETARY,1410
01,JACKSON,C071,SECTION,2750
08,EL PASO,C041,SECURITY,2235
39,MADISON,C097,SEDALIA,7366
18,CLINTON,C023,SEDALIA,4408
37,GUILFORD,C081,SEDALIA,4135
29,PETTIS,C159,SEDALIA,7210
08,DOUGLAS,C035,SEDALIA,2236
21,GRAVES,C083,SEDALIA,2940
20,CHAUTAUQUA,C019,SEDAN,5000
27,POPE,C121,SEDAN,6490
35,UNION,C059,SEDAN,0748
29,BOLLINGER,C017,SEDGEWICKVILLE,7220
20,HARVEY,C079,SEDGWICK,5010
08,SEDGWICK,C115,SEDGWICK,2240
05,LAWRENCE,C075,SEDGWICK,3540
23,HANCOCK,C009,SEDGWICK,7315
51,SOUTHAMPTON,C175,SEDLEY,2232
04,COCONINO,C005,SEDONA,0428
53,SKAGIT,C057,SEDRO WOOLLEY,1970
54,POCAHONTAS,C075,SEEBERT,2405
25,BRISTOL,C005,SEEKONK,1133
06,IMPERIAL,C025,SEELEY,3583
30,MISSOULA,C063,SEELEY LAKE,1045
42,WAYNE,C127,SEELYVILLE,7466
18,VIGO,C167,SEELYVILLE,4410
12,HILLSBOROUGH,C057,SEFFNER,2805
48,POLK,C373,SEGNO,6289
25,BRISTOL,C005,SEGREGANSET,1135
20,SHERIDAN,C179,SEGUIN,5012
48,GUADALUPE,C187,SEGUIN,6290
08,LAS ANIMAS,C071,SEGUNDO,2245
06,SISKIYOU,C093,SEIAD VALLEY,3584
08,KIT CARSON,C063,SEIBERT,2250
40,DEWEY,C043,SEILING,4230
53,CLALLAM,C009,SEKIU,1975
53,YAKIMA,C077,SELAH,1980
02,NORTHWEST ARCTIC,C188,SELAWIK,2280
46,WALWORTH,C129,SELBY,2410
54,UPSHUR,C097,SELBYVILLE,2407
10,SUSSEX,C005,SELBYVILLE,0430
36,SUFFOLK,C103,SELDEN,5620
20,SHERIDAN,C179,SELDEN,5020
02,KENAI PENINSULA,C122,SELDOVIA,2290
38,SIOUX,C085,SELFRIDGE,2860
26,MACOMB,C099,SELFRIDGE AF BASE,4515
04,YAVAPAI,C025,SELIGMAN,0423
29,BARRY,C009,SELIGMAN,7224
42,SNYDER,C109,SELINSGROVE,7470
20,WICHITA,C203,SELKIRK,5025
36,ALBANY,C001,SELKIRK,5622
53,KING,C033,SELLECK,1982
45,DILLON,C033,SELLERS,2330
45,MARION,C067,SELLERS,2330
18,CLARK,C019,SELLERSBURG,4420
42,BUCKS,C017,SELLERSVILLE,7480
04,PIMA,C019,SELLS,0425
41,JOSEPHINE,C033,SELMA,1873
01,DALLAS,C047,SELMA,2760
51,ALLEGHANY,C005,SELMA,2234
48,COMAL,C091,SELMA,6293
06,FRESNO,C019,SELMA,3590
48,GUADALUPE,C187,SELMA,6293
18,DELAWARE,C035,SELMA,4430
37,JOHNSTON,C101,SELMA,4140
19,VAN BUREN,C177,SELMA,7666
48,BEXAR,C029,SELMA,6293
40,HARPER,C059,SELMAN,4235
48,RUSK,C401,SELMAN CITY,6295
47,MCNAIRY,C109,SELMER,2160
01,DALLAS,C047,SELMONT,2762
42,SCHUYLKILL,C107,SELTZER,7482
38,PIERCE,C069,SELZ,2862
28,COVINGTON,C031,SEMINARY,2280
56,CARBON,C007,SEMINOE DAM,0745
42,ARMSTRONG,C005,SEMINOLE,7483
12,PINELLAS,C103,SEMINOLE,2806
01,BALDWIN,C003,SEMINOLE,2763
48,GAINES,C165,SEMINOLE,6300
40,SEMINOLE,C133,SEMINOLE,4240
01,MOBILE,C097,SEMMES,2765
37,CASWELL,C033,SEMORA,4145
35,SAN MIGUEL,C047,SENA,0749
29,DUNKLIN,C069,SENATH,7230
28,TATE,C137,SENATOBIA,2290
26,LENAWEE,C091,SENECA,4516
29,NEWTON,C145,SENECA,7240
42,VENANGO,C121,SENECA,7484
45,OCONEE,C073,SENECA,2340
31,THOMAS,C171,SENECA,4360
55,CRAWFORD,C023,SENECA,4295
46,FAULK,C049,SENECA,2420
17,LA SALLE,C099,SENECA,7865
20,NEMAHA,C131,SENECA,5030
41,GRANT,C023,SENECA,1874
35,UNION,C059,SENECA,0746
36,ONTARIO,C069,SENECA CASTLE,5628
36,SENECA,C099,SENECA FALLS,5630
21,JEFFERSON,C111,SENECA GARDENS,2950
54,PENDLETON,C071,SENECA ROCKS,2408
39,GUERNSEY,C059,SENECAVILLE,7370
26,SCHOOLCRAFT,C153,SENEY,4517
36,CAYUGA,C011,SENNETT,5633
13,COWETA,C077,SENOIA,4960
40,WASHITA,C149,SENTINEL,4250
38,GOLDEN VALLEY,C033,SENTINEL BUTTE,2870
47,MARION,C115,SEQUATCHIE,2165
53,CLALLAM,C009,SEQUIM,1990
06,TULARE,C107,SEQUOIA NATIONAL PARK,3591
35,SAN MIGUEL,C047,SERAFINA,0721
17,LA SALLE,C099,SERENA,7867
06,SANTA BARBARA,C083,SERENA PARK,3593
19,WOODBURY,C193,SERGEANT BLUFF,7670
34,HUNTERDON,C019,SERGEANTSVILLE,3043
21,LETCHER,C133,SERGENT,2952
02,NOME,C180,SERPENTINE HOT SPRINGS,2295
18,WABASH,C169,SERVIA,4435
17,FRANKLIN,C055,SESSER,7870
28,OKTIBBEHA,C105,SESSUMS,2292
36,SUFFOLK,C103,SETAUKET,5635
54,BOONE,C005,SETH,2410
48,HALE,C189,SETH WARD,6310
51,FAIRFAX,C600,SEVEN CORNERS,2233
51,FAIRFAX,C059,SEVEN CORNERS,2233
51,SHENANDOAH,C171,SEVEN FOUNTAINS,2211
39,CUYAHOGA,C035,SEVEN HILLS,7380
39,BUTLER,C017,SEVEN MILE,7390
48,POLK,C373,SEVEN OAKS,6312
06,SAN BERNARDINO,C071,SEVEN OAKS,3592
48,HENDERSON,C213,SEVEN POINTS,6314
48,DUVAL,C131,SEVEN SISTERS,6315
37,WAYNE,C191,SEVEN SPRINGS,4147
42,YORK,C133,SEVEN VALLEYS,7490
36,ESSEX,C031,SEVERANCE,5637
20,DONIPHAN,C043,SEVERANCE,5040
08,WELD,C123,SEVERANCE,2260
24,ANNE ARUNDEL,C003,SEVERN,1415
51,GLOUCESTER,C073,SEVERN,2235
37,NORTHAMPTON,C131,SEVERN,4150
24,ANNE ARUNDEL,C003,SEVERNA PARK,1420
20,GREENWOOD,C073,SEVERY,5050
49,SEVIER,C041,SEVIER,1755
47,SEVIER,C155,SEVIERVILLE,2170
39,MEDINA,C103,SEVILLE,7400
13,WILCOX,C315,SEVILLE,4970
12,VOLUSIA,C127,SEVILLE,2810
19,WAYNE,C185,SEWAL,7672
12,MARTIN,C085,SEWALLS POINT,2811
47,FRANKLIN,C051,SEWANEE,2180
31,SEWARD,C159,SEWARD,4370
40,LOGAN,C083,SEWARD,4260
02,KENAI PENINSULA,C122,SEWARD,2300
17,WINNEBAGO,C201,SEWARD,7871
42,WESTMORELAND,C129,SEWARD,7500
20,STAFFORD,C185,SEWARD,5060
34,MIDDLESEX,C023,SEWAREN,3035
47,RUTHERFORD,C149,SEWART AFB,2183
34,GLOUCESTER,C015,SEWELL,3045
42,ALLEGHENY,C003,SEWICKLEY,7510
42,ALLEGHENY,C003,SEWICKLEY HTS,7520
21,CLAY,C051,SEXTONS CREEK,2955
55,RICHLAND,C103,SEXTONVILLE,4298
29,WEBSTER,C225,SEYMOUR,7250
18,JACKSON,C071,SEYMOUR,4440
09,NEW HAVEN,C009,SEYMOUR,0640
19,WAYNE,C185,SEYMOUR,7680
55,OUTAGAMIE,C087,SEYMOUR,4300
17,CHAMPAIGN,C019,SEYMOUR,7872
